Content,Label
""" Thời gian giao hàng rất nhanh Tất cả đều ok tuy nhiên màu son thật k được tươi như hình quảng cáo""",0
"""Sp và quy cách đóng gói đều ok shop ạ """,0
"""Chữ in trên vỏ bị mờ làm mình cảm giác như hàng fake. Ko có tờ HDSD""",1
"""gì đâu nói ko khói mà mới nướng thịt lên khói bịt mù""",1
"""Đặt 2 cái cùng loại nhưng không giống nhau cũng không giống hình. Cái màu đen size nhỏ hơn dây áo cũng xấu hơn. Và cho hỏi chị trong ảnh cao mét mấy vậy? Áo trong ảnh dài thế mà hàng thật rất ngắn luôn. Khá thất vọng vì sản phẩm.""",1
"""Shop làm việc tốt. Tư vấn nhiệt tình. Mới thủ mấy ngày mà đã thấy có dấu hiệu nhjù sửa hon tí. """,0
"""Hoi bi chục chặc """,1
"""Làm ăn tệ :) """,1
"""Hạt điều ngon lắm ạ  Đóng gói sản phẩm rất đẹp và chắc chắnsẽ ủng hộ tiếp ạ!""",0
""" Rất đáng tiền - Nhưng kim đồng hồ sài hk được... """,0
"""Về nội dung mình cực kì ưng cái bụng. Ngắn gọn súc tích nhưng không kém phần sâu sắc.Nhưng về chất lượng sách quả thật tệ không muốn nói là tồi. Cầm quyển sách lên nhẹ hều. Giấy thì đen nhờ nhờ đọc ngứa hết cả mắt. Nhưng vì nội dung mà cố chịu đựng mà đọc cho hết. Bìa đẹp bao nhiêu thì giấy xấu bấy nhiêu. Cuốn 82k mà giấy còn đểu hơn cả giấy cuốn 44k (Nuôi dưỡng tâm hồn mở rộng kinh doanh ). Mình rất thất vọng với lần này của Skybooks. Vì với mình Skybooks luôn luôn là địa chỉ tin cậy để chọn sách cho nên lần này cầm cuốn này trên tay mà lòng đau như cắt nước mắt đầm đìa. Quả thực rất đau lòng mà...Ôi không xứng  huhuuhu""",1
"""Dùng đc 1 hôm thì hỏng k lăn chuột đc cứ lăn là đơ""",1
"""Gửi thiếu sản phẩmThất vọng về shop""",1
"""Hàng rất tốt  giao hang nhanh chuột vs bàn phim khá ok led bàn phim như trong hình khá đẹp chuột nháy 7 màulưu ý các bạn phải ấn nút Scroll Lock để bật tắt led bàn phím . Noi chung danh cho các game thủ chơi thoải mãi khỏi sợ chuột rê k như ý👍👍👍""",0
"""Son đẹp giao hàng nhanh """,0
"""cũng được.hơi khác vs suy nghĩ của mình về sp""",1
"""Son xinh lắm bọc cẩn thận giao hàng nhanh nữa.""",0
"""Hàng đẹp so với tầm giá """,0
"""Tương đối tốt! Đúng với hình đã đăng!""",0
"""Ko thấy cốc sạc đâu""",1
"""Lớp màu trên dây quai đeo trên bề mặt đồng hồ bị tróc vừa với giá""",0
"""hơi nặng""",0
"""Theo mình  nghĩ chát đay ko phải la mục xay ma la thịch Heo  thi phai ko co mui vi của nó  nhúng van cho 5 ***** mong Shop bán hang co tam đưng vi ham muốn lời nhuan nhieu ma ko còn  la chính mjh nữa """,0
"""""Nút “quay lại” vô cùng tiện lợi thì không có nhưng lại có nút “chuyển đổi chế độ rung - chuông”. Có lẽ Apple để dần nhận ra sự ngớ ngẩn.""""",1
"""Ăn táo cực ngon mà giá lại quá ư là hạt rẻ. Sau khi dùng hết sẽ ủng hộ shop hihi.  Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn""",0
"""Ưng lắm ạ. Còn có cả phiếu bảo hành tặng voucher nữa <3 """,0
""" Đóng gói sản phẩm kém.giày sử vãi rất mau dãn và mỏng """,1
"""Chất lượng sản phẩm tuyệt vời.Quá ok""",0
"""""note 2 vẫn đẹp ko tỳ vết ...nhưng cho vợ dùng rồi""""",0
"""Chuột xài ổn mượt có điều không rơi vỡ gì hết mà vừa hết hạn bảo hành được 3 tháng thì hư""",1
""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Hàng đúng chuẩn Chủ shop tư vấn nhiet tình,dễ chịu( nhưg tlời ib hơi chậm trễ tí xíu đó nha😋) Sẽ ủg hộ nữa😍😍😍""",0
""" Chất lượng sản phẩm kém.  Không đáng tiền Không đáng tiền. """,1
"""Đăng sản phẩm bị sai so với hàng thực tế nhận được hình trên sản phẩm đăng là đèn có cán dài 37cm nhưng hàng nhận được thực tế là 21cm. Sau khi phản ánh trả lời"""" không gửi nhầm chỉ là đăng sai sản phẩm""""?? và đổi luôn hình sản phẩm mà không có lời nào xin lỗi khách hàng. Làm ăn chán nản vậy???""",1
"""So với giá tiền thì chất lượng như vậy là ổn. Tuy nhiên chắc tại shop bán mấy cái phụ kiện điện thoại bé nên hay nhầm lẫn quên hay sao ấy thiếu mất của em 1 cái que chọc sim rồi 😭😭""",0
"""Màu này k đẹp lắm đã mk k họp""",0
"""1.Không đúng như hình2.Mũi giày rất nhọn(tính từ ngón chân dư tận 4-5cm)""",1
"""giao k dung mau k co ao cung mau nhu luc dat""",1
"""Shop lừa đảo. Chuyển tiền trước. Nhắn chậm nhất 29/3 sẽ giao hàng. Đến sáng sớm 30/3 app tự báo đã giao hàng xong trong khi chưa có bất kỳ ai liên hệ và cũng chưa nhận được thẻ hay mã thẻ. Nhắn trên shop ko có hồi âm gọi số đt hotline đều ko nghe máy hoặc chặn số. Đt shoppe thì bảo ko chịu trach nhiệm""",1
"""Tôi yêu thích tác giả Diệp Lạc Vô Tâm sau hai tác phẩm """"Mãi mãi là bao xa"""" """"Ngủ cùng sói"""" và """" Hãy chờ em lớn lên nhé"""" nên rất mong chờ khi đọc tác phẩm này. Tuy nhiên có vẻ câu chuyện này hơi phi lôgic và nhàm chán khiến tôi phải bỏ dở. Nhiều đoạn tôi cảm thấy mẫu thuẫn của hai nhân vật không đáng có thể giải quyết được nhưng tác giả tích tụ lại và đẩy nó lên cao trào để rồi dẫn đến hận thù chia tay... nhưng đến cuối cùng vẫn là cái kết HE.  Và lối viết của tác giả vẫn dày đặc những cảnh H. """,1
"""sản phẩm thực tế nhỏ quá so với trên hình web hơi thất vọng 1 xíu""",1
"""Mặc lên đẹp và iu lắm lắm luôn """,0
"""Bị lỗi màn hình có được đổi k shop..""",0
"""Ram đc đóng gói kĩ lưỡng hàng sài rất tốt ạ :)))""",0
"""Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanhTuy nhiên Đóng gói sản phẩm rất kém: bọc carton phần thân của gói hàng các góc ko đc bọc nên đã bị sp khác nhọn đâm vào một lỗ lớn một lỗ nhỏ phô mai tuôn ra từ 2 lỗ này""",1
"""Hàng chuẩn. Nhỏ nhắn xinh xinh. K thích mùi bạc hà này lắm. Kiềm dầu tốt phấn mịn dùng cả ngày mà k bị đổ dầu. <3""",0
"""để không xài mà bị rĩ sét.""",1
""" Chất lượng sản phẩm tuyệt vời  Đóng gói sản phẩm rất đẹp và chắc chắn   Shop phục vụ rất tốt  Rất đáng tiền""",0
""" Đóng gói sản phẩm kém""",1
""" Chất lượng sản phẩm tuyệt vời  Thời gian giao hàng chậm""",0
"""Sách mình mua thừa từ trang 50-64 mà thiếu từ trang 65-87. Sách in rõ ràng nhưng giấy hơi vàng.""",1
"""Tư vấn nhiệt tình. key đủ ngày. cho 5 sao""",0
"""Đẹp giống y hình Đi êm""",0
"""Sản phẩm hiện tại dùng thấy OKnhân viên bán hàng thân thiệnnhiệt tình.""",0
"""Shop giao hàng rất nhanh. Cảm ơn shop. Sẽ tiếp tục ủng hộ shop.""",0
""" Rất đáng tiền  đóng gói không đẹp lắm""",0
"""Chất lượng ghế không tốt. Dùng bình thường thì không thành vấn đề nhưng nhiều vị trí bắt ốc lỏng dễ hỏng hóc sau này. KHớp nhựa không bền sp bị hở khớp nhựa. Hàng Trung quốc cần ghi rõ xuất sứ tránh nhầm với hàng việt nam. Giá cả không thống nhất. Lúc thì 790 lúc thì 699k.  Nhân viên giao hàng không thân thiện chỉ chở đến chug cư không mang lên cho khách kiểm tra.""",1
"""Trà uống cũng được. Bao bì bằng giấy nhưng bị nhàu làm lậu không khí vào ảnh hưởng đến hương vị trà và sản phẩm bên Tiki giao rất gần ngày hết hạn sử dụng mua bây giờ mà tháng 10/2017 là hết hạn rồi.""",1
""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Rất đáng tiền """,0
"""Gửi nhầm cái tất quần... đt nói nta gửi lại r bảo là sẽ gửi lại tất cho nta... nta gửi r lại k thấy tất quần kia đâu... làm ăn v à... nt thì nói bạn nhận đc rồi mà... cái tất k đáng bao nhiêu mà làm kiểu thấy ghét... nói nta trả lại hàng cho mk thì cx phải gửi hàng lại cho nta chứ... không có uy tín""",1
""" Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Mua 2 sp của shop còn đc shop gửi kèm theo 5k ^^""",0
""" Shop phục vụ kém da ghi chu dang hoang ma con giao k giong mau nua""",1
"""Tiki gửi hàng quá chậm.Son sau khi mở ra vài ngày thì bị nổi hạt li ti.có vấn đề tôi không dám dùng nữa.Lần đầu mua tiki luôn.Thất vọng tràn trề....""",1
"""shop cho e hỏi bình sữa k có núm kèm theo ạ""",1
"""Bộ thô chấm bi tay bèo size rất nhỏ. Ghi 18-19kg mặc vừa mà bé nhà mình 15kg mặc k vừa. Chất vải mỏng kém chất lượng""",1
"""Rất đáng đồng tiền """,0
""" Đóng gói sản phẩm rất đẹp và chắc chắn. Mua 3 đôi thì 1 đôi from k chuẩn bị chật. """,0
"""giao hàng nhanh sp đúng vs mô tả dùng ổn""",0
"""Tôi thường hay lên mạng để đọc truyện chữ , đa phần là sáng tác của các bạn tuổi teen , và tôi đọc được rất nhiều truyện hay , cảm động , xúc tích .""",1
""" Chất lượng sản phẩm rất kém Rất không đáng tiền bánh có mùi mốc""",1
"""Đặt tone sáng 2 với kem nền là 128 mà shop lại giao 125. Lên đây mới biết không chỉ mình mình bị thế. Shop lớn mà làm ăn quá thiếu chuyên nghiệp? Đừng nói là mua đồ sale nên phải chịu nhé nếu thế mục đích sale của shop là gì? Thật sự quá thất vọng.""",1
"""Hút mạnh. Bầm hết mặt lun roj.  Chất lượng sản phẩm tuyệt vời""",0
"""Giao hàng cực kì nhanh  chất lượng thì đợi đắp mới biết""",0
""" Thời gian giao hàng rất nhanh gà ăn ngon và khá nhiều nhưng shop cho hơi nhiều ớt nên bị cay quá""",0
"""Nhận được hàng nhanh sản phẩm đúng chất lượng""",0
"""Dép đẹp, nhẹ, đi êm. Rất đáng tiền""",0
""" Đóng gói sản phẩm đẹp hàng giống như hình""",0
"""Chưa xài nên Ko bik sao Thời gian giao hàng rất nhanh""",0
""" Chất lượng sp phù hợp vs giá""",1
"""Hàng giống hình. Chắc chắn. Đep. Chưa dùng thử nên chưa biết chất lượng. """,0
""" Chất lượng sản phẩm tuyệt vời nhưng có vài chỗ bị dư keo làm nó xấu """,0
"""Hàng nhận rất ưng ý. Sử dụng giặc rồi xem sao. """,0
"""như l""",0
""" Chất lượng sản phẩm rất kém. Bị tuột dây chỉ khâu ngay khi mở hộp. Mình đành phải vất đi ngay vì dùng là tuột quai ngay. Phí 99k. """,1
"""ngon tuyệt vời.  Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh""",0
"""Sim tốt vào mạng ngon""",0
"""xấu. ko giống hình""",1
""" Chất lượng sản phẩm tuyệt vời. Hài lòng với service của shop""",0
"""100k thì vậy là tốt rồi... mang đi chơi cũng đẹp phết... đừng hoạt động mạnh thì chắc không sao... dùng  được 2 tuần rồi, giặc luôn rồi.... ỔN!! Có cái là đến khi shiper đến cổng mới điện thoại chứ chả báo trước gì cả??""",0
"""giao sai hàng yêu cầu trả/ đổi mà ko thấy phản hồi""",1
""" sản phẩm ok. Giao hàng nhanh!!""",0
"""Giày đẹp lm luôn  """,0
"""""Yến Vi mà ra con Gtx 1060 bản 3GB nữa thì mấy cái đám từ 480-460 chắc bán cho người âm""""",1
"""""Đây là vài tấm hình khi mình nâng cấp lên ver 4.04 cho các bạn tham khảo.hi Sau khi nâg cấp mình có vài cảm nhậnl là : Máy chạy nhanh hơn khôg còn tinh trạng giật lác, khong con bieu tuog và các ứng dụng tieng nhật , ram máy còn 586 mb, và đặc biệt là sóng lúc nào cũng căg det , và còn nhiều thứ nua ...""""",0
""" Chất lượng sản phẩm tuyệt vời đẹp""",0
"""""Bạn đăng bài ghi sai kích thước màn hình model A7 (2016) chỉ có kích thước 5.5"" thôi. Giá này mà samsung đưa ra vẫn hơi chát so với cấu hình như vậy, chưa nên mua vào lúc này!""""",1
"""Mới nhận thấy ok chất lượng để đánh giá sau. Shop tư vấn nhiệt tình.""",0
"""Giao hàng thần tốc giá rẻ.Hài lòng! """,0
"""thấy review tốt nên mua đọc và thấy k đc như mong đợi.""",1
"""Sản phẩm dùng thử bị kích ứng gây mẩn đỏ da """,1
"""Ôi nó không hề vừa với đầu dây sạc pin. Mua về dục cho con chơi rồi. Hic""",1
"""Mới mua và quyết định ném vào sọt rác vì quá tệ độ nhạy không tốt không chạy được trên 1 số mặt bàn bóng""",1
"""Đã gửi hàng cho SHOPMAY""",1
"""Chất Lượng kém. Miếng lót giầy nhanh bong và form giầy to bè . Xấu""",1
"""Shop giao hàng nhanh. Son màu cam sáng nên chất hơi bột lên màu chuẩn và có màu bám lại sau khi chùi.""",0
"""hôm đặt đã thấy ưng rồi nhưng khi cầm trên tay sản phẩm phải nói là tuyệt vời. đã v được chủ shop hỏi thăm tận nơi.""",0
"""Sấu giòn chua chua ngọt ngọt ấy ngon  giao hang nhanh dong gọi đẹp  shop nhiệt tinh. 5*=""",0
"""nghe đau tai    nhức đầu                    RẤT BỰC ÌNH""",1
""" Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Sẽ ủng hộ sh lâu dài 😘""",0
"""Rất không đáng tiền Chất lượng sản phẩm rất kém""",1
""" Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc, Shop phục vụ rất tốt, thời gian giao hàng nhanh. Tuy nhiên mình không được nhận thiệp như mọi người nên hơi buồn tý.""",0
"""Sản phẩm k như hình chất vải xấu""",1
"""Đóng gói cẩn thận. Mỗi tội vỏ hơi sước 1 chút. Ship hàng rất nhanh""",0
""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.(a chủ shop hướng dẫn tận tình)""",0
""" Thời gian giao hàng rất nhanh Lúc nào cũng hài lòng về sp""",0
"""kêu giao màu đen giao xanh lè chán giờ muoins đổi đổi đâu""",1
"""Máy mhi tiệt trùng xong không có tiếng bip thông báo đã tiệt trùng xong cũng không có thời gian vô trùng mà tắt điện luôn xong cở 1 phút lại hiện lên chế độ khởi động gọi cho sđt của nhà phân phối ghi trên phiếu bảo hành số nào cũng không được có số di động thì bắt máy bảo: không phải gọi vào số này.gọi cho tiki thì máy cứ bận gọi mãi mấy ngày mới đc và bảo sẽ báo cho bên bộ phận bảo hành đến giờ vẫn chưa gọi lại .""",1
"""Sau sẽ ủng hộ tiếp""",0
"""Hàng auth nha (đã check hiddentag)""",0
"""Vải hơi mỏng sờ vào mịn mát.  Shop phục vụ rất tốt""",0
"""Mua hàng 1 đường gửi một nẻo Shop phục vụ rất kém""",1
"""Xoa lên ko mịn. từng mảng trắng cứ hiện lên. nói chung là ko tự nhiên chút nào. chán""",1
"""Hài lòng về sản phẩm và cách phục vụ giao hàng nhanh """,0
"""điên thoai hỏng sac không vào pin.tôi trả lai.""",1
"""Sử dụng được ngày là bung dây ra khỏi tay cầm mùi nhựa hôi :(""",1
"""Sản phẩm quá khác mô tả.""",1
"""bay gio nguon ko len thi bang cach nao""",1
"""Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh. Chỉ có điều là trc khi giao hàng mình có ib cho shop mà k thấy phản hồi lại. Còn về sản phẩm thì m rất ưng í.""",0
"""Chưa xai chưa biet sao """,0
"""Thiếu tai nghe.""",1
""" Đóng gói sản phẩm rất đẹp và chắc chắn. Shop phục vụ rất tốt Thời gian giao hàng rất nhanh. Chưa xài nên ko bik hiệu quả ra sao. ^^ Thanks shop!""",0
"""Size ko  chuan. Shop phuc vu ko tot chat luog san pham ko tot  nhu mo ta muon doi lai lay size nho  hon ma kho khan  ko cho doi . Neu la chat luog tot thi so gi ko ban duoc. Minh mua hang online rat nhieu nhung chua co shop nao ma te nhu shop nay!""",1
""" Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt giao hàng lâu""",0
""" Chất lượng sản phẩm rất kémvề xay miền dưa hấu là hỏng hẳn luôn""",1
"""Giao hàng nhanh.Đúng mẫu mã nhưng k đúng màu""",1
"""giao hàng siêu nhanhgói hàng siêu kỹ còn tặng kèm quà nhỏ.rất hài lòng.""",0
""" Chất lượng sản phẩm rất kém. Giao hàng đặt 11 số giao 10 số. Mạng kém không vào nổi facebook. Cần được đổi trả hàng""",1
""" Hiệu giày này có size hơi lớn. Mình đy size 36 mà thấy hơi rộng có cảm giác cùng đy 1 đôi mà thấy giầy ko đồng đều về kích thước cho lắm. Cần thay đổi cho những chuyến hàng kế tiếp.  Đóng gói sản phẩm chắc chắn Đáng đồng tiền""",0
"""mua hai cái mà sao vẫn không nhận được chảo chống dính nhỉ""",1
""" Chất lượng sản phẩm tuyệt vời mày hơi có khác so với ảnh (chưa đủ sáng) nhưng mềm mịn và tuyệt vời """,0
""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh. Sẽ ủng hộ lần nữa """,0
""" Chất lượng sản phẩm rất kém Bị vật nhọn chọc lỗ chỗ . """,1
"""dùng được mấy ngày là rách hết.chất lượng kém.""",1
"""Giày chán qúa""",1
"""Chờ hàng hơi lâu nhưng cuối cùng cũng có. Hàng đẹp chữ U bị mất 2 màu nhưng không ảnh hưởng gì sw blu không ồn mấy. Đóng gói sản phẩm rất đẹp và chắc chắn. 5 sao """,0
"""Sản phẩm mới hình thức đẹp lại chất lượng. Bao bì của sản phẩm và của shop ddeefu rất đẹp. Cám ơn shop dễvthuowng nhe :)""",0
"""Sp tốt mà chọn sai size mang hơi rộng""",0
"""giao lộn màu""",0
""" Thời gian giao hàng rất nhanh-  Chất lượng sản phẩm tuyệt vời 😘😘""",0
"""Màu đen rất đẹp có thể soi gương đc luôn""",0
"""Sản phẩm rất tốt đóng gói cản thận giao hàng nhanh (là tình từ khi hàng đc giao cho nhà vận chuyển nhé). Hàng đc đóng gói rất cẩn thận không bị sóng ra ngoài """,0
"""Char luong san pham tuyet voi minh rat hai long su dung 1 tuan da thay da mat minh lang min""",0
""" Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Sách chất lượng đóng gói rất ok và yên tâm""",0
""" Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn. Giao hàng rất nhanh chỉ hôm trước hôm sau là có. Rất đáng tiền""",0
"""Cáp không tự ngắt không sạc được cho ipad""",1
"""Nước hoa hồng rất lành tính (da mình nhạy cảm nhưng không gặp bất cứ vấn đề gì) mình khá thích em này chai dùng được rất lâu chị chủ shop nhắn tin rất nhiệt tình nữa mình thích ai nhiệt tình nhắn tin trả lời khách lắm. Sp đáng tiền k gây kích ứng làm dịu da tốt có mùi hương nhẹ dễ chịu lắm""",0
"""Nhìn ảnh đã rõ bộ sách cần được bao bọc cẩn thận hơn trước khi đem chuyển phát. Thân""",1
"""Ok hàng dep lam """,0
"""Kem rất tốt thơm và k lộ vân kem""",0
"""Hàng đẹp oke giao hàng nhanh """,0
"""Cáp lúc mới mua tháng 2/2018 sử dụng tốt cắm sạc cũng okie. Sau hơn một tháng sử dụng Cáp không còn dẫn điện nữa cắm sạc không có tín hiệu.""",1
"""Giao về hư chân""",1
"""Không trắng tí nào. Đóng gói Ok.""",0
"""Sp moi deo chi rua tay ma da vo nuoc""",1
"""túi mới mua nhưng có dấu hiệu bung chỉ. """,0
"""Máy êm nhẹ. Chủ shop tư vấn nhiệt tình.  Mình chưa sinh e bé nên shop cg hỗ trợ khi nào sinh mới tính bảo hành. Rất ưng ý ạ 👍 mình đã giới thiệu bạn bè để mua ủng hộ thêm """,0
"""Mua 10 cay quạt. Hàng giao không có cây nào sáng đèn shop không huy tín""",0
"""Nghe dỡ""",1
"""""dùng sim ghép thì không dùng đc 3g.mất sóng thì tháo sim ra mồi sóng, nói chung quá củ chuối. trước em đã từng dùng con sharp 006sh trải qua sự khó chịu đó rồi,tháo ra tháo vào liên tục luôn.nó mà ngon được như sim ghép cho iphone thì lại ngon""""",1
"""Shop rep nhanh giao hàng nhanh còn được tặng thêm sample nữa""",0
"""Sản phẩm hk đúng như mong đợi. 😭😭😭😭""",1
"""Ở ngoài đẹp hơn trong hình.  Rất đáng tiền .Thời gian giao hàng rất nhanh""",0
"""Shop gói hàng rất cẩn thận. Bao bọc rất nhiều lớp và kĩ lưỡng.  Sản phẩm này mình đã dùng rồi, rất ổn so với giá. Thời gian giao hàng rất nhanh.""",0
"""sp rất xấu. ép cho sao mới gửi đánh giá được nên buột lòng phải ghi 1 sao""",1
"""Ngon rất ngon >< quá ngon!!!!!""",0
"""Giao thì k đóng nổi cái giấy bong bóng. Vỡ hết cường lực thì dán cái gì""",1
"""Nhận đc hàng cái nào cũng ưng hết nhưng shop gửi thiếu đồ nt có tl là sẽ gửi bù lại cho mình nên cũng yên tâm chút""",0
""" Thời gian giao hàng rất nhanh với giá 129k rất rẻ và chắc bền đẹp 😋 mình sẽ ủng hộ shop dài. Hi""",0
"""Vải cũng ko đẹp lắm. Bụi sợi nhiều. Mặc cho bé ko an toàn""",1
"""Bi lỗi mặt Chất lượng sản phẩm rất kém""",1
"""Trái cây xấy ngon lắm luôn giòn rụm miếng to cả nhà mình rất thích""",0
"""Dùng ok. Shop chuyển nhanh""",0
"""Đông hồ đẹp. Rất ưng """,0
""" Thời gian giao hàng chậm Rất đáng tiền Chất lượng sản phẩm tuyệt vời""",0
"""Rất đẹp và chất lượng """,0
"""Nhận hàng kính vỡ hết rồi""",1
"""Chưa bao giờ nghĩ là có thể ăn viên nghệ ngon lành như v 10 mấy năm nay đau bao tử uống nghệ là cực hình nếu kì này chữa đc sẽ ủng hộ shop dài dài.  Đóng gói sản phẩm rất đẹp và chắc chắn""",0
"""Giày xinh lắm 🤣🤣 chủ shop tư vấn nhiệt tình có cơ hội sẽ ủng hộ tiếp :))) 💓""",0
""" Đóng gói sản phẩm rất đẹp và chắc chắn. Mùi rất ngọt. Lúc mới gội xong, sẽ cảm thấy tóc hơi khô, nhưng một lúc sau sẽ thấy tóc rất mềm.  Nếu mua kèm dầu xã chắc dùng sẽ thích hơn.  Còn về giảm rụng phải có thêm thời gian để xem thế nào nhé! """,0
"""Chất lượng sản phẩm rất kém. Hàng nhái lại hàng auth . Lem tùm lum mỗi lần lấy ra kẻ là mực lem ra tay""",1
"""Đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tốt""",0
"""Hàng k đúng size 39  đi k vừa. Ib  trả hàng ngoài đc tuần r mà vẫn chưa chuyển tiền. Hỏi thì ng này ng kia k bjs. Ns chung phục vụ k đc tốt""",1
"""K đúng mẫu mã. Khác loại. Khác ảnh.""",1
"""Sim khuyen mai thang dau nhg khi nhận lại phải nạp tiền.Láo toét Chất lượng sản phẩm rất kém""",1
